ORIS Code,Fuel,FuelSimplified,Category,Generation,CarbonDioxide,AnnualCapacity,CapFactor,Lat,Lon,Name,State,popup,,,,,,,,Fuel Category,Simplification,https://www.eia.gov/survey/form/eia_860/instructions.pdf,
6253,NG,Natural Gas,EXCLUDE,24123.01,25947.8,2942746.2,0.008197448,43.2,-88.15,Germantown,Wisconsin,Plant Name =  Germantown  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
6254,SUB,Coal,COALST,2914585,3772270.19,6363239.4,0.458034786,41.1,-92.56,Ottumwa,Iowa,Plant Name =  Ottumwa  Fuel Type =  SUB  CPP Category =  COALST,,,,,,,,,,,
6257,SUB,Coal,COALST,19989996,23858823.05,31242024,0.63984318,33.06,-83.81,Scherer,Georgia,Plant Name =  Scherer  Fuel Type =  SUB  CPP Category =  COALST,,,,,,,,,,,
6258,DFO,Petroleum,EXCLUDE,2654.69,4623.01,2815639.2,0.000942837,33.14,-81.75,Wilson,Georgia,Plant Name =  Wilson  Fuel Type =  DFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6264,BIT,Coal,COALST,8292574,8716836.62,11395800,0.727686867,38.98,-81.93,Mountaineer,West Virginia,Plant Name =  Mountaineer  Fuel Type =  BIT  CPP Category =  COALST,,,,,,,,,,,
6280,WAT,Hydro,EXCLUDE,57719,0,140256,0.411526067,36.66,-93.12,Ozark Beach,Missouri,Plant Name =  Ozark Beach  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6285,JF,Petroleum,EXCLUDE,590971,388031.9,1586646,0.372465566,64.74,-147.35,North Pole,Alaska,Plant Name =  North Pole  Fuel Type =  JF  CPP Category =  EXCLUDE,,,,,,,,,,,
6286,RFO,Petroleum,EXCLUDE,10729,20611.4,369925.2,0.029003161,64.85,-147.72,Fairbanks,Alaska,Plant Name =  Fairbanks  Fuel Type =  RFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6288,SUB,Coal,EXCLUDE,215407,312493.24,269992.8,0.797824979,63.85,-148.95,Healy,Alaska,Plant Name =  Healy  Fuel Type =  SUB  CPP Category =  EXCLUDE,,,,,,,,,,,
6291,WAT,Hydro,EXCLUDE,77589,0,170060.4,0.456243782,60.39,-149.67,Cooper Lake,Alaska,Plant Name =  Cooper Lake  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6292,NG,Natural Gas,EXCLUDE,78818,72433.32,672352.2,0.117227251,60.69,-151.39,Bernice Lake,Alaska,Plant Name =  Bernice Lake  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
6293,NG,Natural Gas,EXCLUDE,56163.01,53448.44,405865.8,0.138378277,61.17,-149.91,International,Alaska,Plant Name =  International  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
6302,WAT,Hydro,EXCLUDE,16157.01,0,34187.4,0.472601309,55.09,-131.54,Purple Lake,Alaska,Plant Name =  Purple Lake  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6304,WND,Wind,EXCLUDE,1823.29,0,162171,0.011243009,66.89,-162.6,Kotzebue,Alaska,Plant Name =  Kotzebue  Fuel Type =  WND  CPP Category =  EXCLUDE,,,,,,,,,,,
6338,DFO,Petroleum,EXCLUDE,223.44,573.01,62238.6,0.003590055,40.55,-84.39,St Marys,Ohio,Plant Name =  St Marys  Fuel Type =  DFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6358,NG,Natural Gas,NGCC,19478,15075.75,1012473,0.019238044,44.89,-94.35,Hutchinson Plant #2,Minnesota,Plant Name =  Hutchinson Plant #2  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
6359,WAT,Hydro,EXCLUDE,28682,0,60485.4,0.474197079,43.91,-111.28,Felt,Idaho,Plant Name =  Felt  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6373,NG,Natural Gas,EXCLUDE,25458,18758.24,2332632.6,0.010913849,40.73,-96.74,Rokeby,Nebraska,Plant Name =  Rokeby  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
6378,WAT,Hydro,EXCLUDE,3731.01,0,10519.2,0.354685718,42.15,-72.61,Dwight,Massachusetts,Plant Name =  Dwight  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6379,WAT,Hydro,EXCLUDE,6580,0,32434.2,0.202872277,42.16,-72.51,Indian Orchard,Massachusetts,Plant Name =  Indian Orchard  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6388,WAT,Hydro,EXCLUDE,18159.02,0,49966.2,0.363426076,42.61,-72.56,Turners Falls,Massachusetts,Plant Name =  Turners Falls  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6393,WAT,Hydro,EXCLUDE,10236.99,0,13149,0.778537531,42.91,-110.89,Strawberry Creek,Wyoming,Plant Name =  Strawberry Creek  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6394,WAT,Hydro,EXCLUDE,6969,0,21915,0.318001369,42.73,-110.92,Swift Creek,Wyoming,Plant Name =  Swift Creek  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6395,WAT,Hydro,EXCLUDE,184930,0,350640,0.527407027,43.36,-115.45,Anderson Ranch,Idaho,Plant Name =  Anderson Ranch  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6396,WAT,Hydro,EXCLUDE,61617,0,198988.2,0.309651527,43.93,-116.44,Black Canyon,Idaho,Plant Name =  Black Canyon  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6397,WAT,Hydro,EXCLUDE,10986,0,42076.8,0.261094,43.54,-116.09,Boise R Diversion,Idaho,Plant Name =  Boise R Diversion  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6398,WAT,Hydro,EXCLUDE,135482,0,242818.2,0.557956529,42.67,-113.48,Minidoka,Idaho,Plant Name =  Minidoka  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6400,WAT,Hydro,EXCLUDE,323718,0,436546.8,0.741542488,46.65,-111.73,Canyon Ferry,Montana,Plant Name =  Canyon Ferry  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6402,WAT,Hydro,EXCLUDE,28731.99,0,244571.4,0.117478945,33.15,-107.19,Elephant Butte,New Mexico,Plant Name =  Elephant Butte  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6403,WAT,Hydro,EXCLUDE,66358,0,150775.2,0.440112167,42.12,-122.55,Green Springs,Oregon,Plant Name =  Green Springs  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6404,WAT,Hydro,EXCLUDE,28099,0,42076.8,0.667802685,40.4,-111.53,Deer Creek,Utah,Plant Name =  Deer Creek  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6404,WAT,Hydro,EXCLUDE,20730,0,42076.8,0.492670545,39.3,-120.84,Deer Creek,California,Plant Name =  Deer Creek  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6405,WAT,Hydro,EXCLUDE,467081.01,0,1330678.8,0.351009582,40.91,-109.42,Flaming Gorge,Utah,Plant Name =  Flaming Gorge  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6406,WAT,Hydro,EXCLUDE,65499,0,105192,0.622661419,46.27,-119.59,Chandler,Washington,Plant Name =  Chandler  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6407,WAT,Hydro,EXCLUDE,77275,0,113081.4,0.683357298,46.62,-120.48,Roza,Washington,Plant Name =  Roza  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6408,WAT,Hydro,EXCLUDE,14121,0,43830,0.322176591,44.51,-109.13,Heart Mountain,Wyoming,Plant Name =  Heart Mountain  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6409,WAT,Hydro,EXCLUDE,131976,0,362912.4,0.363658007,42.55,-106.72,Alcova,Wyoming,Plant Name =  Alcova  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6410,WAT,Hydro,EXCLUDE,75117,0,276129,0.272035896,26.56,-99.16,Falcon Dam & Power,Texas,Plant Name =  Falcon Dam & Power  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6413,NG,Natural Gas,NGCC,235558,119225.25,455832,0.516764948,28.89,-97.14,Sam Rayburn,Texas,Plant Name =  Sam Rayburn  Fuel Type =  NG  CPP Category =  NGCC,,,,,,,,,,,
6413,WAT,Hydro,EXCLUDE,35826,0,455832,0.078594745,31.06,-94.11,Sam Rayburn,Texas,Plant Name =  Sam Rayburn  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6414,WAT,Hydro,EXCLUDE,21724,0,262980,0.082607042,31.87,-97.37,Whitney,Texas,Plant Name =  Whitney  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6415,WAT,Hydro,EXCLUDE,109388,0,876600,0.124786676,34.14,-94.68,Broken Bow,Oklahoma,Plant Name =  Broken Bow  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6416,WAT,Hydro,EXCLUDE,76471,0,613620,0.124622731,33.82,-96.57,Denison,Texas,Plant Name =  Denison  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6417,WAT,Hydro,EXCLUDE,244685.01,0,1183410,0.206762669,36.1,-85.83,Center Hill,Tennessee,Plant Name =  Center Hill  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6418,WAT,Hydro,EXCLUDE,147459.99,0,315576,0.467272511,36.32,-87.22,Cheatham,Tennessee,Plant Name =  Cheatham  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6419,WAT,Hydro,EXCLUDE,103871.01,0,788940,0.131658947,35.31,-95.36,Eufaula Dam,Oklahoma,Plant Name =  Eufaula Dam  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6421,WAT,Hydro,EXCLUDE,207037,0,289278,0.715702542,43.28,-122.4,Lemolo 2,Oregon,Plant Name =  Lemolo 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6424,WAT,Hydro,EXCLUDE,397630,0,518947.2,0.766224387,47.83,-120.01,Chelan,Washington,Plant Name =  Chelan  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6430,WAT,Hydro,EXCLUDE,122111,0,262980,0.464335691,47.42,-121.78,Cedar Falls,Washington,Plant Name =  Cedar Falls  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6430,WAT,Hydro,EXCLUDE,26279.01,0,262980,0.099927789,44.94,-91.89,Cedar Falls,Wisconsin,Plant Name =  Cedar Falls  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6431,WAT,Hydro,EXCLUDE,1080091.01,0,1817191.8,0.594373698,48.68,-121.24,Gorge,Washington,Plant Name =  Gorge  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6432,WAT,Hydro,EXCLUDE,935630,0,1598918.4,0.585164321,48.71,-121.13,Diablo,Washington,Plant Name =  Diablo  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6433,WAT,Hydro,EXCLUDE,3795416.98,0,9114886.8,0.416397599,48.99,-117.35,Boundary,Washington,Plant Name =  Boundary  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6438,WAT,Hydro,EXCLUDE,2618,0,12272.4,0.213324207,35.27,-83.68,Queens Creek,North Carolina,Plant Name =  Queens Creek  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6440,WAT,Hydro,EXCLUDE,2157778.96,0,5844292.2,0.369211341,34.8,-87.63,Wilson Dam,Alabama,Plant Name =  Wilson Dam  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6449,WAT,Hydro,EXCLUDE,4452,0,26298,0.16929044,34.15,-117.91,Azusa,California,Plant Name =  Azusa  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6450,WAT,Hydro,EXCLUDE,10990,0,60485.4,0.18169674,43.66,-73.03,Proctor,Vermont,Plant Name =  Proctor  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6451,WAT,Hydro,EXCLUDE,17024.99,0,49966.2,0.340730134,44.05,-73.18,Beldens,Vermont,Plant Name =  Beldens  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6456,WAT,Hydro,EXCLUDE,7913,0,16655.4,0.475101168,43.63,-73.31,Carver Falls,New York,Plant Name =  Carver Falls  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6459,WAT,Hydro,EXCLUDE,33426,0,35940.6,0.930034557,48.06,-114.07,Big Fork,Montana,Plant Name =  Big Fork  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6462,NUC,Nuclear,EXCLUDE,7805174,0,9080699.4,0.859534454,30.76,-91.33,River Bend,Louisiana,Plant Name =  River Bend  Fuel Type =  NUC  CPP Category =  EXCLUDE,,,,,,,,,,,
6469,LIG,Coal,COALST,6371686,7737865.24,7624666.8,0.835667468,47.28,-101.32,Antelope Valley,North Dakota,Plant Name =  Antelope Valley  Fuel Type =  LIG  CPP Category =  COALST,,,,,,,,,,,
6478,RFO,Petroleum,EXCLUDE,561,804.91,162171,0.003459311,19.72,-155.07,Shipman,Hawaii,Plant Name =  Shipman  Fuel Type =  RFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6479,WAT,Hydro,EXCLUDE,118315,0,607483.8,0.194762395,34.59,-118.45,San Francisquito 1,California,Plant Name =  San Francisquito 1  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6480,WAT,Hydro,EXCLUDE,30414,0,368172,0.082608129,34.53,-118.53,San Francisquito 2,California,Plant Name =  San Francisquito 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6481,BIT,Coal,COALST,9763629,9713702.95,14376240,0.67915039,39.51,-112.58,Intermountain Power Project,Utah,Plant Name =  Intermountain Power Project  Fuel Type =  BIT  CPP Category =  COALST,,,,,,,,,,,
6483,WAT,Hydro,EXCLUDE,42116,0,91166.4,0.461968445,44.26,-72.06,Mcindoes,New Hampshire,Plant Name =  Mcindoes  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6484,WAT,Hydro,EXCLUDE,3344,0,9642.6,0.346794433,44.06,-121.31,Bend,Oregon,Plant Name =  Bend  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6486,WAT,Hydro,EXCLUDE,24346,0,52596,0.462886912,44.7,-73.61,Mill C,New York,Plant Name =  Mill C  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6504,DFO,Petroleum,EXCLUDE,625662,443900.82,2014426.8,0.310590586,20.8,-156.49,Maalaea,Hawaii,Plant Name =  Maalaea  Fuel Type =  DFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6505,LIG,Coal,COALST,11153998,12370922.73,447066,1,31.18,-96.49,Oak Grove,Texas,Plant Name =  Oak Grove  Fuel Type =  LIG  CPP Category =  COALST,,,,,,,,,,,
6505,WAT,Hydro,EXCLUDE,275337,0,447066,0.615875508,45.12,-122.07,Oak Grove,Oregon,Plant Name =  Oak Grove  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6506,WAT,Hydro,EXCLUDE,29056,0,34187.4,0.849903766,48.73,-116.18,Moyie Springs,Idaho,Plant Name =  Moyie Springs  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6507,WAT,Hydro,EXCLUDE,51654,0,21915,1,32.71,-115.03,Drop 2,California,Plant Name =  Drop 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6507,WAT,Hydro,EXCLUDE,1631,0,21915,0.074423911,46.45,-120.53,Drop 2,Washington,Plant Name =  Drop 2  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6508,WAT,Hydro,EXCLUDE,50412,0,14025.6,1,32.71,-115.13,Drop 3,California,Plant Name =  Drop 3  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6508,WAT,Hydro,EXCLUDE,1002,0,14025.6,0.071440794,46.42,-120.56,Drop 3,Washington,Plant Name =  Drop 3  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6513,WAT,Hydro,EXCLUDE,18783,0,17532,1,39.29,-119.59,Fleish,Nevada,Plant Name =  Fleish  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6515,NG,Natural Gas,EXCLUDE,18800.01,17330.9,915170.4,0.020542633,31.36,-110.93,Valencia,Arizona,Plant Name =  Valencia  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
6517,WAT,Hydro,EXCLUDE,41997,0,1381521.6,0.03039909,34.8,-82.89,Keowee,South Carolina,Plant Name =  Keowee  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6519,WAT,Hydro,EXCLUDE,10894.01,0,56102.4,0.194180819,44.17,-73.26,Vergennes 9,Vermont,Plant Name =  Vergennes 9  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6520,WAT,Hydro,EXCLUDE,16947,0,48213,0.351502707,44.38,-72.77,Waterbury 22,Vermont,Plant Name =  Waterbury 22  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6521,WAT,Hydro,EXCLUDE,5606.01,0,33310.8,0.168294067,39.46,-119.07,Lahontan,Nevada,Plant Name =  Lahontan  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6526,WAT,Hydro,EXCLUDE,85269,0,22791.6,1,44.52,-74.82,Rainbow Falls,New York,Plant Name =  Rainbow Falls  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6527,WAT,Hydro,EXCLUDE,57045,0,192852,0.295796777,43.32,-73.92,E J West,New York,Plant Name =  E J West  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6529,WAT,Hydro,EXCLUDE,14629,0,35940.6,0.407032715,42.87,-72.93,Searsburg,Vermont,Plant Name =  Searsburg  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6531,WAT,Hydro,EXCLUDE,18962,0,21038.4,0.901304282,39.31,-119.59,Verdi,Nevada,Plant Name =  Verdi  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6532,WAT,Hydro,EXCLUDE,13213,0,22791.6,0.579731129,39.3,-119.56,Washoe,Nevada,Plant Name =  Washoe  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6537,WAT,Hydro,EXCLUDE,7655,0,42076.8,0.181929234,40.58,-111.8,Little Cottonwood,Utah,Plant Name =  Little Cottonwood  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6543,WAT,Hydro,EXCLUDE,7422,0,16655.4,0.44562124,39.49,-77.83,FirstEnergy Dam 4,West Virginia,Plant Name =  FirstEnergy Dam 4  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6544,WAT,Hydro,EXCLUDE,4688,0,8766,0.53479352,39.61,-77.92,FirstEnergy Dam 5,West Virginia,Plant Name =  FirstEnergy Dam 5  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6546,WAT,Hydro,EXCLUDE,11719.01,0,24544.8,0.47745388,39.27,-77.78,FirstEnergy Millville,West Virginia,Plant Name =  FirstEnergy Millville  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6552,WAT,Hydro,EXCLUDE,105159,0,175320,0.599811773,44.41,-122.67,Foster,Oregon,Plant Name =  Foster  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6558,NG,Natural Gas,OGST,1974,3668.13,1534050,0.00128679,31.32,-92.46,D G Hunter,Louisiana,Plant Name =  D G Hunter  Fuel Type =  NG  CPP Category =  OGST,,,,,,,,,,,
6559,NG,Natural Gas,EXCLUDE,1007089,655661.71,2334385.8,0.431414979,61.23,-149.72,George M Sullivan Generation Plant 2,Alaska,Plant Name =  George M Sullivan Generation Plant 2  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
6560,WAT,Hydro,EXCLUDE,78651.01,0,122724,0.640877172,38.19,-81.37,London,West Virginia,Plant Name =  London  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6561,WAT,Hydro,EXCLUDE,78972,0,126230.4,0.625617918,38.25,-81.57,Marmet,West Virginia,Plant Name =  Marmet  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6562,WAT,Hydro,EXCLUDE,102107,0,214767,0.475431514,38.53,-81.91,Winfield,West Virginia,Plant Name =  Winfield  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6580,WAT,Hydro,EXCLUDE,47490,0,47336.4,1,55.38,-131.47,Beaver Falls,Alaska,Plant Name =  Beaver Falls  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6581,WAT,Hydro,EXCLUDE,13745,0,18408.6,0.746661886,55.38,-131.52,Silvis,Alaska,Plant Name =  Silvis  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6584,DFO,Petroleum,EXCLUDE,1105.99,554.5,1174644,0.000941553,24.56,-81.73,Stock Island,Florida,Plant Name =  Stock Island  Fuel Type =  DFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6594,SUB,Coal,COALST,18779569,19565038.17,49966.2,1,37.93,-87.04,Rockport,Indiana,Plant Name =  Rockport  Fuel Type =  SUB  CPP Category =  COALST,,,,,,,,,,,
6595,WAT,Hydro,EXCLUDE,79204,0,710046,0.111547703,31.17,-93.57,Toledo Bend,Texas,Plant Name =  Toledo Bend  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6612,WAT,Hydro,EXCLUDE,102861,0,338367.6,0.303991872,38.86,-120.44,Union Valley,California,Plant Name =  Union Valley  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6618,WAT,Hydro,EXCLUDE,40941,0,97302.6,0.420759569,44.93,-73.05,Highgate Falls,Vermont,Plant Name =  Highgate Falls  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6623,WAT,Hydro,EXCLUDE,1128780,0,1624339.8,0.694916175,48.01,-106.41,Fort Peck,Montana,Plant Name =  Fort Peck  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6624,WAT,Hydro,EXCLUDE,735710.01,0,1159741.8,0.63437397,42.85,-97.48,Gavins Point,Nebraska,Plant Name =  Gavins Point  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6635,NG,Natural Gas,EXCLUDE,6608,4428.61,933579,0.007078137,41.45,-72.83,A L Pierce,Connecticut,Plant Name =  A L Pierce  Fuel Type =  NG  CPP Category =  EXCLUDE,,,,,,,,,,,
6636,WAT,Hydro,EXCLUDE,106855,0,448819.2,0.238080278,39.72,-79.86,FirstEnergy Lake Lynn Power Station,Pennsylvania,Plant Name =  FirstEnergy Lake Lynn Power Station  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6639,BIT,Coal,COALST,2916585,3372513.35,5136876,0.567774071,37.65,-87.5,R D Green,Kentucky,Plant Name =  R D Green  Fuel Type =  BIT  CPP Category =  COALST,,,,,,,,,,,
6641,SUB,Coal,COALST,10420018,11800821.21,15778800,0.660380891,35.68,-91.41,Independence,Arkansas,Plant Name =  Independence  Fuel Type =  SUB  CPP Category =  COALST,,,,,,,,,,,
6643,WAT,Hydro,EXCLUDE,4243,0,8766,0.484029204,34.21,-118.35,Greg Avenue,California,Plant Name =  Greg Avenue  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6644,WAT,Hydro,EXCLUDE,22585,0,42953.4,0.525802381,33.86,-117.45,Lake Mathews,California,Plant Name =  Lake Mathews  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6645,WAT,Hydro,EXCLUDE,54094,0,78894,0.685654169,34.51,-118.61,Foothill Feeder,California,Plant Name =  Foothill Feeder  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6646,WAT,Hydro,EXCLUDE,42739,0,86783.4,0.492478976,34.13,-117.8,San Dimas,California,Plant Name =  San Dimas  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6647,WAT,Hydro,EXCLUDE,276,0,44706.6,0.006173585,33.91,-117.82,Yorba Linda,California,Plant Name =  Yorba Linda  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
6648,LIG,Coal,COALST,4356210,4902043.26,5177199.6,0.841422069,30.57,-97.06,Sandow No 4,Texas,Plant Name =  Sandow No 4  Fuel Type =  LIG  CPP Category =  COALST,,,,,,,,,,,
6650,DFO,Petroleum,EXCLUDE,420,1250.06,532096.2,0.000789331,39.15,-91.83,Mexico,Missouri,Plant Name =  Mexico  Fuel Type =  DFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6651,DFO,Petroleum,EXCLUDE,1390,2545.91,531219.6,0.00261662,39.42,-92.48,Moberly,Missouri,Plant Name =  Moberly  Fuel Type =  DFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6652,DFO,Petroleum,EXCLUDE,594,1809.37,532972.8,0.001114503,38.56,-92.1,Moreau,Missouri,Plant Name =  Moreau  Fuel Type =  DFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6664,SUB,Coal,COALST,5162696,5446776.15,7117115.4,0.725391638,41.32,-91.09,Louisa,Iowa,Plant Name =  Louisa  Fuel Type =  SUB  CPP Category =  COALST,,,,,,,,,,,
6705,BIT,Coal,COALST,5269090,6399920.4,7014553.2,0.751165448,37.92,-87.33,Warrick,Indiana,Plant Name =  Warrick  Fuel Type =  BIT  CPP Category =  COALST,,,,,,,,,,,
6741,DFO,Petroleum,EXCLUDE,374,571.72,219150,0.001706594,45.81,-92.97,Rock Lake CT,Minnesota,Plant Name =  Rock Lake CT  Fuel Type =  DFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6761,SUB,Coal,COALST,2134056.22,2263544.96,1311393.6,1,40.86,-105.02,Rawhide,Colorado,Plant Name =  Rawhide  Fuel Type =  SUB  CPP Category =  COALST,,,,,,,,,,,
6768,SUB,Coal,COALST,1532178,1775014.23,2287926,0.669679876,36.88,-89.62,Sikeston Power Station,Missouri,Plant Name =  Sikeston Power Station  Fuel Type =  SUB  CPP Category =  COALST,,,,,,,,,,,
6772,SUB,Coal,COALST,2541517,2742130.49,10484136,0.242415493,34.02,-95.32,Hugo,Oklahoma,Plant Name =  Hugo  Fuel Type =  SUB  CPP Category =  COALST,,,,,,,,,,,
6776,DFO,Petroleum,EXCLUDE,1197,1701.08,236682,0.005057419,39.49,-75.05,West Station,New Jersey,Plant Name =  West Station  Fuel Type =  DFO  CPP Category =  EXCLUDE,,,,,,,,,,,
6789,WAT,Hydro,EXCLUDE,28485,0,736344,0.038684365,33.43,-79.93,St Stephen,South Carolina,Plant Name =  St Stephen  Fuel Type =  WAT  CPP Category =  EXCLUDE,,,,,,,,,,,
