"","Name","Code","Lat","Lon","State"
"1","Bankhead Dam","2","33.458665","-87.356823","AL"
"2","Barry","3","31.0069","-88.0103","AL"
"3","Walter Bouldin Dam","4","32.583889","-86.283056","AL"
"4","Gadsden","7","34.0128","-85.9708","AL"
"5","Gorgas","8","33.644344","-87.196486","AL"
"6","Copper","9","31.7569","-106.375","TX"
"7","Greene County","10","32.6017","-87.7811","AL"
"8","H Neely Henry Dam","11","33.7845","-86.0524","AL"
"9","Holt Dam","12","33.2553","-87.4495","AL"
"10","Jordan Dam","13","32.6189","-86.2548","AL"
"11","Logan Martin Dam","14","33.425878","-86.337547","AL"
"12","Lay Dam","15","32.9633","-86.5187","AL"
"13","Martin Dam","16","32.680394","-85.911442","AL"
"14","Mitchell Dam","17","32.806025","-86.444892","AL"
"15","Lewis Smith Dam","18","33.9406","-87.1077","AL"
"16","Thurlow Dam","19","32.535436","-85.887614","AL"
"17","Weiss Dam","20","34.172142","-85.753806","AL"
"18","Yates Dam","21","32.5743","-85.8901","AL"
"19","E C Gaston","26","33.244211","-86.458056","AL"
"20","Madelia","30","44.0525","-94.4153","MN"
"21","Rollins","34","39.134259","-120.953341","CA"
"22","Millers Ferry","38","32.100881","-87.399767","AL"
"23","Browns Ferry","46","34.7042","-87.1189","AL"
"24","Colbert","47","34.7439","-87.8486","AL"
"25","Guntersville","48","34.421272","-86.393931","AL"
"26","Wheeler Dam","49","34.8069","-87.3819","AL"
"27","Widows Creek","50","34.883022","-85.755253","AL"
"28","Dolet Hills","51","32.030556","-93.569167","LA"
"29","Gantt","53","31.4033","-86.479469","AL"
"30","J K Smith","54","37.8833","-84.1017","KY"
"31","Point A","55","31.361146","-86.518307","AL"
"32","Charles R Lowman","56","31.488019","-87.910747","AL"
"33","Platte","59","40.854765","-98.348222","NE"
"34","Whelan Energy Center","60","40.580872","-98.312437","NE"
"35","Annex Creek","62","58.3176","-134.101","AK"
"36","Gold Creek","63","58.3107","-134.4174","AK"
"37","Lemon Creek","64","58.3536","-134.4953","AK"
"38","Salmon Creek","65","58.3269","-134.4631","AK"
"39","Skagway","66","59.4545","-135.3131","AK"
"40","Haines","69","59.2358","-135.445","AK"
"41","Swan Lake","70","55.613892","-131.35417","AK"
"42","Terror Lake","71","57.6861","-152.895","AK"
"43","Venice Hydro","72","34.01135","-118.4168","CA"
"44","Anchorage","75","61.2221","-149.8661","AK"
"45","Eklutna Hydro Project","77","61.475211","-149.15009","AK"
"46","Snettisham","78","58.1415","-133.737","AK"
"47","Aurora Energy LLC Chena","79","64.847743","-147.735063","AK"
"48","Ketchikan","84","55.344641","-131.633425","AK"
"49","S W Bailey","85","55.3633","-131.6778","AK"
"50","Escalante","87","35.4159","-108.082","NM"
"51","Ashokan","88","41.949","-74.2063","NY"
"52","Snake River","90","64.505924","-165.429384","AK"
"53","Petersburg","91","56.81104","-132.957091","AK"
"54","Seward (AK)","92","60.1083","-149.4417","AK"
"55","Blue Lake Hydro","93","57.0516","-135.2297","AK"
"56","Wrangell","95","56.4522","-132.3683","AK"
"57","Beluga","96","61.1861","-151.0356","AK"
"58","Frederickson","99","47.079722","-122.365","WA"
"59","South Consolidated","100","33.466477","-111.781064","AZ"
"60","J S Eastwood","104","37.147926","-119.2567","CA"
"61","Holcomb","108","37.9308","-100.9725","KS"
"62","Dillingham","109","59.6708","-157.89","AK"
"63","Childs","112","34.351111","-111.700556","AZ"
"64","Cholla","113","34.9394","-110.3033","AZ"
"65","Douglas","114","31.364122","-109.5538","AZ"
"66","Irving","115","34.402222","-111.617222","AZ"
"67","Ocotillo","116","33.4225","-111.9122","AZ"
"68","West Phoenix","117","33.4417","-112.1583","AZ"
"69","Saguaro","118","32.5517","-111.3","AZ"
"70","Yucca","120","32.7214","-114.7106","AZ"
"71","Demoss Petrie","124","32.252273","-110.992148","AZ"
"72","H Wilson Sundt Generating Station","126","32.16","-110.9047","AZ"
"73","Oklaunion","127","34.0825","-99.1753","TX"
"74","Cross","130","33.371389","-80.113333","SC"
"75","Seminole (FL)","136","29.733056","-81.632778","FL"
"76","Agua Fria","141","33.5561","-112.2153","AZ"
"77","Crosscut","143","33.439375","-111.946052","AZ"
"78","Horse Mesa","145","33.5907","-111.344","AZ"
"79","Kyrene","147","33.3556","-111.9353","AZ"
"80","Mormon Flat","148","33.5536","-111.4431","AZ"
"81","Roosevelt","149","33.671104","-111.161786","AZ"
"82","Stewart Mountain","150","33.5661","-111.536","AZ"
"83","McClure","151","37.62936","-120.93139","CA"
"84","Davis Dam","152","35.197044","-114.570669","AZ"
"85","Glen Canyon Dam","153","36.936614","-111.483872","AZ"
"86","Hoover Dam (NV)","154","36.01551","-114.738006","NV"
"87","Lake Creek Dam","159","40.493631","-111.312506","UT"
"88","Apache Station","160","32.0603","-109.8931","AZ"
"89","Turlock Lake","161","37.611461","-120.594678","CA"
"90","Hickman","162","37.621536","-120.746247","CA"
"91","Big Pine","164","24.579167","-81.685","FL"
"92","GREC","165","36.190278","-95.2894","OK"
"93","Carpenter","166","34.4425","-93.0262","AR"
"94","Cecil Lynch","167","34.7535","-92.1987","AR"
"95","Hamilton Moses","168","34.9806","-90.8722","AR"
"96","Harvey Couch","169","33.3592","-93.4649","AR"
"97","Lake Catherine","170","34.4341","-92.9049","AR"
"98","Mabelvale","171","34.635997","-92.409602","AR"
"99","Osceola (AR)","172","35.6975","-90.0053","AR"
"100","Robert E Ritchie","173","34.4629","-90.5987","AR"
"101","Remmel","174","34.4272","-92.8941","AR"
"102","Volta","180","40.45193","-121.86215","CA"
"103","Beaver Dam","182","36.421507","-93.847373","AR"
"104","Degray","187","34.211913","-93.110963","AR"
"105","Greers Ferry Lake","188","35.5207","-91.9953","AR"
"106","192","192","192","192","192"
"107","Municipal Light","193","36.3858","-90.1867","AR"
"108","Narrows (AR)","195","34.148427","-93.715168","AR"
"109","Norfork","196","36.2491","-92.2401","AR"
"110","Blakely Mountain","197","34.570984","-93.194425","AR"
"111","Bull Shoals","198","36.3635","-92.5763","AR"
"112","Dardanelle","199","35.2503","-93.1686","AR"
"113","Thomas Fitzhugh","201","35.462382","-93.804926","AR"
"114","Carl Bailey","202","35.260102","-91.363426","AR"
"115","McClellan (AR)","203","33.5648","-92.7917","AR"
"116","Clinton Power Station","204","40.1719","-88.8339","IL"
"117","St Johns River Power Park","207","30.4308","-81.5508","FL"
"118","Wolf Creek Generating Station","210","38.23926","-95.68978","KS"
"119","Alta Powerhouse","214","39.215979","-120.80355","CA"
"120","Angels","215","38.071944","-120.539444","CA"
"121","Balch","217","36.909137","-119.087712","CA"
"122","Balch","218","36.908907","-119.087556","CA"
"123","Belden","219","40.007445","-121.249438","CA"
"124","Bucks Creek","220","39.91062","-121.327692","CA"
"125","Butt Valley","221","40.175656","-121.190663","CA"
"126","Caribou","222","40.085476","-121.148241","CA"
"127","Caribou","223","40.085997","-121.149373","CA"
"128","Centerville","224","39.788877","-121.657383","CA"
"129","Chili Bar","225","38.771764","-120.813239","CA"
"130","Coal Canyon","226","39.605043","-121.600525","CA"
"131","Coleman PH","227","40.404645","-122.121904","CA"
"132","Contra Costa","228","38.0192","-121.7642","CA"
"133","Cow Creek","229","40.570817","-122.02093","CA"
"134","Cresta","231","39.825907","-121.409687","CA"
"135","De Sabla","232","39.869265","-121.631819","CA"
"136","Deer Creek PH","233","39.29807","-120.8443","CA"
"137","Drum","235","39.256873","-120.767437","CA"
"138","Drum","236","39.257388","-120.767046","CA"
"139","Dutch Flat","237","39.216985","-120.835587","CA"
"140","El Dorado","238","38.793574","-120.619152","CA"
"141","Electra","239","38.330985","-120.669901","CA"
"142","Haas","240","36.927424","-119.02025","CA"
"143","Halsey","241","38.956985","-121.041932","CA"
"144","Hamilton Branch","242","40.268712","-121.089479","CA"
"145","Hat Creek","243","40.929297","-121.544462","CA"
"146","Hat Creek","244","40.960675","-121.548657","CA"
"147","Humboldt Bay","246","40.7415","-124.2103","CA"
"148","Hunters Point","247","37.733611","-122.389722","CA"
"149","Inskip","248","40.400988","-121.965502","CA"
"150","James B Black","249","40.992295","-121.975182","CA"
"151","Kerckhoff","250","37.092486","-119.552826","CA"
"152","Kilarc","253","40.677827","-121.873253","CA"
"153","Kings River PH","254","36.888166","-119.158777","CA"
"154","Lime Saddle","255","39.698755","-121.57096","CA"
"155","Merced Falls","258","37.52301","-120.329905","CA"
"156","Dynegy Morro Bay LLC","259","35.372167","-120.856562","CA"
"157","Dynegy Moss Landing Power Plant","260","36.804837","-121.782241","CA"
"158","Murphys","261","38.147093","-120.446396","CA"
"159","Narrows PH","262","39.2364","-121.271741","CA"
"160","Phoenix","264","38.032103","-120.326537","CA"
"161","Pit","265","40.99084","-121.498243","CA"
"162","Pit","266","40.997448","-121.748139","CA"
"163","Pit","267","40.986361","-121.84944","CA"
"164","Pit","268","40.986197","-121.977594","CA"
"165","Pit","269","40.922568","-121.992906","CA"
"166","Pit","270","40.847462","-121.990798","CA"
"167","Pittsburg Power","271","38.039168","-121.894469","CA"
"168","Poe","272","39.722892","-121.469814","CA"
"169","Potter Valley","274","39.361786","-123.127934","CA"
"170","Rock Creek","275","39.90521","-121.345226","CA"
"171","San Joaquin","276","37.203233","-119.497508","CA"
"172","San Joaquin","277","37.253718","-119.519352","CA"
"173","Salt Springs","279","38.497914","-120.21811","CA"
"174","South","280","40.395396","-121.879186","CA"
"175","Spaulding","281","39.324613","-120.644807","CA"
"176","Spaulding","282","39.324592","-120.645375","CA"
"177","Spaulding","283","39.337679","-120.635467","CA"
"178","Spring Gap","284","38.18653","-120.11168","CA"
"179","Stanislaus","285","38.139048","-120.370325","CA"
"180","Geysers Unit","286","38.777","-122.745","CA"
"181","Tiger Creek","287","38.449291","-120.492645","CA"
"182","Tule River","289","36.163076","-118.707104","CA"
"183","Volta","290","40.459111","-121.86708","CA"
"184","West Point PH","291","38.420898","-120.549572","CA"
"185","Wise","292","38.889862","-121.098525","CA"
"186","A G Wishon","293","37.15105","-119.504724","CA"
"187","Copco","294","41.978914","-122.335317","CA"
"188","Copco","295","41.975716","-122.358127","CA"
"189","Fall Creek","296","41.985605","-122.360455","CA"
"190","Iron Gate","297","41.932981","-122.43678","CA"
"191","Limestone","298","31.4219","-96.2525","TX"
"192","Blundell","299","38.4889","-112.8533","UT"
"193","Division","300","32.681667","-117.120277","CA"
"194","El Cajon","301","32.7958","-116.9722","CA"
"195","Encina","302","33.1361","-117.3364","CA"
"196","Kearny","303","32.834","-117.1338","CA"
"197","Miramar","305","32.8761","-117.1664","CA"
"198","Naval Station","306","32.681667","-117.120277","CA"
"199","North Island","307","32.705","-117.190277","CA"
"200","309","309","309","309","309"
"201","312","312","312","312","312"
"202","Green Lake","313","56.986284","-135.12275","AK"
"203","Drop","314","32.673097","-115.392026","CA"
"204","AES Alamitos LLC","315","33.7688","-118.1009","CA"
"205","Sepulveda Canyon","316","34.0969","-118.4795","CA"
"206","Big Creek","317","37.2042","-119.2396","CA"
"207","Big Creek","318","37.2","-119.3069","CA"
"208","Big Creek","319","37.148517","-119.386623","CA"
"209","Big Creek","320","37.139","-119.4898","CA"
"210","Big Creek","321","37.2096","-119.3289","CA"
"211","Big Creek","322","37.200062","-119.30681","CA"
"212","Bishop Creek","323","37.273581","-118.573339","CA"
"213","Bishop Creek","324","37.301962","-118.531957","CA"
"214","Bishop Creek","325","37.323035","-118.501714","CA"
"215","Bishop Creek","326","37.3344","-118.4797","CA"
"216","Bishop Creek","327","37.3499","-118.4628","CA"
"217","Borel","328","35.588069","-118.524804","CA"
"218","Coolwater","329","34.8606","-116.8539","CA"
"219","El Segundo Power","330","33.909804","-118.424172","CA"
"220","Etiwanda Generating Station","331","34.09118","-117.52663","CA"
"221","Fontana","332","34.155162","-117.397119","CA"
"222","AES Huntington Beach LLC","335","33.6439","-117.9792","CA"
"223","Kaweah","336","36.461326","-118.87988","CA"
"224","Kaweah","337","36.465066","-118.862023","CA"
"225","Kaweah","338","36.486059","-118.835645","CA"
"226","Kern River","339","35.776185","-118.436233","CA"
"227","Kern River","340","35.460303","-118.77959","CA"
"228","Long Beach Generation LLC","341","33.7641","-118.2248","CA"
"229","Lundy","342","38.042729","-119.172015","CA"
"230","Mammoth Pool","344","37.220302","-119.337983","CA"
"231","Mandalay","345","34.2067","-119.2511","CA"
"232","Ormond Beach","350","34.1292","-119.1689","CA"
"233","Poole","353","37.944237","-119.2161","CA"
"234","Portal","354","37.257045","-119.158936","CA"
"235","AES Redondo Beach LLC","356","33.8504","-118.395","CA"
"236","Rush Creek","357","37.766954","-119.123284","CA"
"237","Mountainview Generating Station","358","34.0818","-117.2418","CA"
"238","San Onofre Nuclear Generating Station","360","33.368794","-117.554916","CA"
"239","Santa Ana","361","34.14522","-117.058481","CA"
"240","Santa Ana","363","34.107245","-117.099091","CA"
"241","Lower Tule River","365","36.13568","-118.788868","CA"
"242","Columbia Generating Station","371","46.4711","-119.3339","WA"
"243","Magnolia","375","34.178056","-118.315556","CA"
"244","Pardee","376","38.2569","-120.8507","CA"
"245","Grayson","377","34.1556","-118.2782","CA"
"246","Prairie River","378","47.287206","-93.498266","MN"
"247","Dion R Holm","380","37.896649","-119.9675","CA"
"248","Moccasin","381","37.809388","-120.299254","CA"
"249","R C Kirkwood","382","37.877667","-119.953233","CA"
"250","Brawley","383","32.968889","-115.534444","CA"
"251","Joliet","384","41.494636","-88.123827","IL"
"252","Drop","385","32.705435","-115.030975","CA"
"253","Drop","386","32.705428","-115.126103","CA"
"254","Drop","387","32.705341","-115.219067","CA"
"255","Pilot Knob","388","32.736642","-114.713858","CA"
"256","El Centro","389","32.802222","-115.54","CA"
"257","Solomon Gulch","390","61.0828","-146.3033","AK"
"258","Big Pine Creek","391","37.142795","-118.324075","CA"
"259","Castaic","392","34.587237","-118.656638","CA"
"260","Control Gorge","393","37.437921","-118.556988","CA"
"261","Cottonwood","394","36.443421","-118.04389","CA"
"262","Foothill","396","34.318248","-118.494449","CA"
"263","Franklin (CA)","397","34.103931","-118.413377","CA"
"264","Haiwee","398","36.109722","-117.956667","CA"
"265","Harbor","399","33.7856","-118.2644","CA"
"266","Haynes","400","33.764741","-118.09913","CA"
"267","Middle Gorge","401","37.51","-118.569167","CA"
"268","Pleasant Valley Hydro","402","37.41416","-118.523889","CA"
"269","San Fernando","403","34.260527","-118.385531","CA"
"270","Scattergood","404","33.918151","-118.427648","CA"
"271","Tok","406","63.3367","-142.9856","AK"
"272","Upper Gorge","407","37.546036","-118.590001","CA"
"273","Valley (CA)","408","34.244991","-118.391327","CA"
"274","Exchequer","409","37.584345","-120.26859","CA"
"275","McSwain","410","37.522065","-120.31009","CA"
"276","Chicago Park","412","39.177903","-120.890856","CA"
"277","Dutch Flat","413","39.2184","-120.8352","CA"
"278","Beardsley","414","38.202569","-120.076983","CA"
"279","Donnells","415","38.246656","-120.034072","CA"
"280","Tulloch","416","37.876111","-120.605","CA"
"281","Forbestown","417","39.551012","-121.278784","CA"
"282","Kelly Ridge","418","39.531784","-121.491247","CA"
"283","Woodleaf","419","39.553811","-121.204077","CA"
"284","Broadway (CA)","420","34.1254","-118.148","CA"
"285","Craig (AK)","421","55.4764","-133.1483","AK"
"286","Glenarm","422","34.126","-118.1494","CA"
"287","Hydaburg","423","55.2081","-132.8267","AK"
"288","French Meadows","424","39.077971","-120.406069","CA"
"289","Middle Fork","425","39.024801","-120.596383","CA"
"290","Oxbow (CA)","426","39.003372","-120.746651","CA"
"291","Ralston","427","39.000999","-120.725053","CA"
"292","Parker","428","37.477838","-120.444492","CA"
"293","Camino","430","38.82881","-120.537089","CA"
"294","Jaybird","431","38.83405","-120.53176","CA"
"295","Loon Lake","432","38.982697","-120.324503","CA"
"296","Robbs Peak","433","38.896511","-120.378292","CA"
"297","White Rock/Slab Creek","435","38.765336","-120.787366","CA"
"298","Devil Canyon","436","34.2056","-117.3344","CA"
"299","Edward C Hyatt","437","39.542985","-121.492188","CA"
"300","Thermalito","438","39.514893","-121.630077","CA"
"301","Don Pedro","439","37.695994","-120.420152","CA"
"302","La Grange","440","37.6697","-120.4436","CA"
"303","Folsom","441","38.70675","-121.158443","CA"
"304","Judge F Carr","442","40.646934","-122.626973","CA"
"305","Keswick","443","40.611858","-122.446441","CA"
"306","Nimbus","444","38.63735","-121.220198","CA"
"307","Shasta","445","40.717455","-122.422274","CA"
"308","ONeill","446","37.098671","-121.047718","CA"
"309","Parker Dam","447","34.295334","-114.140222","CA"
"310","W R Gianelli","448","37.0692","-121.0772","CA"
"311","Spring Creek","450","40.628115","-122.467509","CA"
"312","Trinity","451","40.797296","-122.762553","CA"
"313","Colgate","454","39.330833","-121.191666","CA"
"314","Narrows","455","39.238996","-121.270409","CA"
"315","Bear Valley","457","33.166111","-117.016667","CA"
"316","AFA Solar Farm","57554","38.957901","-104.806627","CO"
"317","Airport Industrial","7995","38.2844","-104.5308","CO"
"318","Alamosa","464","37.4594","-105.8947","CO"
"319","American Gypsum Cogeneration","54630","39.648565","-106.949394","CO"
"320","Ames Hydro","6207","37.866","-107.8831","CO"
"321","Arapahoe","465","39.67","-105.0028","CO"
"322","Arapahoe Combustion Turbine Project","55200","39.6692","-105.0018","CO"
"323","57175","57175","57175","57175","57175"
"324","Big Thompson","515","40.421031","-105.223804","CO"
"325","Blue Mesa","512","38.453191","-107.337483","CO"
"326","Blue Spruce Energy Center","55645","39.747875","-104.681404","CO"
"327","Boulder Canyon Hydro","466","40.004725","-105.332495","CO"
"328","Boulder City Betasso Hydro Plant","54680","40.0111","-105.3347","CO"
"329","Boulder City Lakewood Hydro","54679","40.0111","-105.3347","CO"
"330","Boulder City Silver Lake Hydro","55931","39.991311","-105.50003","CO"
"331","Brush Generation Facility","10682","40.2415","-103.631","CO"
"332","Burlington (CO)","6619","39.3561","-102.2431","CO"
"333","490","490","490","490","490"
"334","Temescal","479","33.8343","-117.4971","CA"
"335","Corona","480","33.85895","-117.6106","CA"
"336","Perris","481","33.8361","-117.1831","CA"
"337","Rio Hondo","482","34.004722","-118.09917","CA"
"338","Coyote Creek","483","33.92493","-117.95517","CA"
"339","Red Mountain","484","33.3944","-117.1889","CA"
"340","Valley View","487","33.9001","-117.82905","CA"
"341","Upper Dawson","489","37.6508","-120.4706","CA"
"342","Busch Ranch Wind Energy Farm","57980","37.801111","-104.491944","CO"
"343","Cabin Creek","467","39.6551","-105.7088","CO"
"344","Cameo","468","39.127778","-108.326111","CO"
"345","Carson Solar I","57509","38.7228","-104.7817","CO"
"346","56566","56566","56566","56566","56566"
"347","Cedar Creek II","57210","40.9475","-103.783889","CO"
"348","Cedar Creek Wind","56371","40.8944","-104.0206","CO"
"349","Cedar Point Wind","57315","39.421787","-103.67814","CO"
"350","491","491","491","491","491"
"351","Cherokee","469","39.807275","-104.964548","CO"
"352","City & County of Denver at Denver Int'l","57645","39.9","-104.659722","CO"
"353","City of Boulder WWTP","57681","40.048025","-105.180327","CO"
"354","Cogentrix of Alamosa","57368","37.598579","-105.955832","CO"
"355","Colorado Energy Nations Company","10003","39.7606","-105.215","CO"
"356","Colorado Green Holdings LLC","56173","37.7033","-102.6231","CO"
"357","Colorado Highlands Wind","57174","40.756944","-102.743055","CO"
"358","Comanche (CO)","470","38.2081","-104.5747","CO"
"359","Craig (CO)","6021","40.4627","-107.5912","CO"
"360","Boysen","505","43.417872","-108.177545","WY"
"361","Crystal","6159","38.510573","-107.625335","CO"
"362","CSU Pueblo","58481","38.306111","-104.58","CO"
"363","DADS Gas Recovery","56530","39.6522","-104.7161","CO"
"364","Delta (CO)","496","38.7314","-108.0708","CO"
"365","Denver Int Airport","56815","39.836789","-104.697149","CO"
"366","Dillon Hydro Plant","10421","39.6208","-106.0662","CO"
"367","DOE Golden NREL Main Campus","57694","39.740896","-105.170993","CO"
"368","DOE Golden NWTC Load Side","57692","39.909","-105.2318","CO"
"369","Sonoma California Geothermal","510","38.7903","-122.7559","CA"
"370","DOE Golden NWTC Turbine Side","57693","39.9139","-105.2153","CO"
"371","Estes","513","40.376771","-105.509665","CO"
"372","Flatiron","518","40.364996","-105.236032","CO"
"373","Foothills Hydro Plant","10070","39.4588","-105.0657","CO"
"374","Fort Lupton","8067","40.0922","-104.796","CO"
"375","Fort St Vrain","6112","40.2461","-104.8742","CO"
"376","Fountain Valley Power Facility","55453","38.5569","-104.6875","CO"
"377","Frank Knutson","55505","39.941129","-104.682015","CO"
"378","Front Range Power Plant","55283","38.6281","-104.7069","CO"
"379","Fruita","471","39.1364","-108.7347","CO"
"380","George Birdsall","493","38.881389","-104.816944","CO"
"381","Rancho Seco Solar","529","38.340015","-121.113861","CA"
"382","Camp Far West","531","39.048802","-121.316966","CA"
"383","McWilliams","533","31.400255","-86.476449","AL"
"384","Jones Fork","534","38.850283","-120.381883","CA"
"385","McClellan (CA)","535","38.652731","-121.393336","CA"
"386","Camanche","537","38.2268","-121.0245","CA"
"387","Rocky River (CT)","539","41.5826","-73.4349","CT"
"388","Branford","540","41.2925","-72.7942","CT"
"389","Bulls Bridge","541","41.659046","-73.491984","CT"
"390","Cos Cob","542","41.0289","-73.5989","CT"
"391","Devon Station","544","41.209797","-73.108976","CT"
"392","Montville Station","546","41.4281","-72.1019","CT"
"393","Northfield Mountain","547","42.610683","-72.471643","MA"
"394","NRG Norwalk Harbor","548","41.072442","-73.411001","CT"
"395","Kettle Falls Generating Station","550","48.620336","-118.111059","WA"
"396","Scotland Dam","551","41.6651","-72.1221","CT"
"397","Shepaug","552","41.44842","-73.295321","CT"
"398","Stevenson","553","41.3833","-73.1714","CT"
"399","Taftville","554","41.5725","-72.0458","CT"
"400","Tunnel","557","41.555425","-72.041829","CT"
"401","Rainbow (CT)","559","41.915312","-72.693616","CT"
"402","Falls Village","560","41.957272","-73.369297","CT"
"403","Franklin Drive","561","41.798943","-73.116267","CT"
"404","Middletown","562","41.554944","-72.579075","CT"
"405","South Meadow","563","41.7495","-72.6524","CT"
"406","Stanton Energy Center","564","28.4822","-81.1678","FL"
"407","Torrington Terminal","565","41.776109","-73.120886","CT"
"408","Millstone","566","41.3107","-72.1677","CT"
"409","Bridgeport Station","568","41.1706","-73.1844","CT"
"410","Central Hudson High Falls","579","41.828814","-74.131877","NY"
"411","North Main Street","581","41.52679","-72.064935","CT"
"412","Tenth Street","583","41.538955","-72.050936","CT"
"413","Navajo Dam","584","36.8061","-107.6131","NM"
"414","Drop","585","32.711611","-114.942666","CA"
"415","East Highline","586","32.699451","-115.28245","CA"
"416","J C McNeil","589","44.4917","-73.208056","VT"
"417","Christiana","591","39.7302","-75.5371","DE"
"418","Delaware City","592","39.600408","-75.626811","DE"
"419","Edge Moor","593","39.73886","-75.50384","DE"
"420","Indian River Generating Station","594","38.5857","-75.2341","DE"
"421","West Station (DE)","597","39.7283","-75.6289","DE"
"422","McKee Run","599","39.176222","-75.546628","DE"
"423","Seaford","601","38.6489","-75.6164","DE"
"424","Brandon Shores","602","39.18","-76.5389","MD"
"425","Benning","603","38.8994","-76.9592","DC"
"426","Buzzard Point","604","38.8678","-77.0117","DC"
"427","Fredonia","607","48.4558","-122.4358","WA"
"428","Cape Canaveral","609","28.4698","-80.7644","FL"
"429","Cutler","610","25.6321","-80.2989","FL"
"430","Fort Myers","612","26.6967","-81.7831","FL"
"431","Lauderdale","613","26.0686","-80.1984","FL"
"432","Port Everglades","617","26.0856","-80.1253","FL"
"433","Riviera","619","26.7653","-80.0525","FL"
"434","Sanford","620","28.8419","-81.3256","FL"
"435","Turkey Point","621","25.4356","-80.3308","FL"
"436","South Fork Tolt","622","47.699167","-121.783333","WA"
"437","Avon Park","624","27.579444","-81.492778","FL"
"438","Upper Mechanicville","625","42.9126","-73.6805","NY"
"439","Oak Flat","626","40.07531","-121.16143","CA"
"440","Bayboro","627","27.758056","-82.635278","FL"
"441","Crystal River","628","28.9656","-82.6977","FL"
"442","G E Turner","629","28.869577","-81.273957","FL"
"443","Higgins","630","28.003262","-82.661507","FL"
"444","Newcastle","632","38.835182","-121.092982","CA"
"445","P L Bartow","634","27.859535","-82.601759","FL"
"446","Rio Pinar","637","28.541515","-81.254067","FL"
"447","Suwannee River","638","30.376389","-83.180556","FL"
"448","Crist","641","30.5661","-87.2244","FL"
"449","Scholz","642","30.6692","-84.8869","FL"
"450","Lansing Smith","643","30.2686","-85.7003","FL"
"451","Big Bend","645","27.7944","-82.4036","FL"
"452","F J Gannon","646","27.907222","-82.423055","FL"
"453","Hookers Point","647","27.9375","-82.444444","FL"
"454","Vogtle","649","33.1427","-81.7625","GA"
"455","Kensico","650","41.0851","-73.7748","NY"
"456","Henry D King","658","27.448611","-80.338611","FL"
"457","Deerhaven Generating Station","663","29.7592","-82.3878","FL"
"458","John R Kelly","664","29.6461","-82.3208","FL"
"459","G W Ivey","665","25.4756","-80.47","FL"
"460","J D Kennedy","666","30.364818","-81.625967","FL"
"461","Northside Generating Station","667","30.4172","-81.5525","FL"
"462","Southside Generating Station","668","30.316389","-81.648888","FL"
"463","Hansel","672","28.289436","-81.407908","FL"
"464","Tom G Smith","673","26.612767","-80.0677","FL"
"465","Pilot Butte","674","43.219017","-108.787681","WY"
"466","Larsen Memorial","675","28.0797","-81.9228","FL"
"467","C D McIntosh Jr","676","28.0801","-81.9229","FL"
"468","W K Sanders","678","44.625282","-72.530859","VT"
"469","Smith Street","679","29.0219","-80.9644","FL"
"470","W E Swoope","681","29.0219","-80.9644","FL"
"471","Kerckhoff","682","37.071846","-119.558008","CA"
"472","Indian River Plant","683","28.493232","-80.780124","FL"
"473","St Cloud","685","28.2447","-81.2881","FL"
"474","Arvah B Hopkins","688","30.4522","-84.4","FL"
"475","S O Purdom","689","30.162304","-84.200673","FL"
"476","J Woodruff","690","30.708571","-84.863869","FL"
"477","Medicine Bow","692","41.835278","-106.242778","WY"
"478","Vero Beach Municipal Power Plant","693","27.633382","-80.377551","FL"
"479","Marathon Generating Plant","696","24.710833","-81.0927","FL"
"480","Trenton North","698","40.0786","-93.635","MO"
"481","Arkwright","699","32.926944","-83.699444","GA"
"482","Atkinson","700","33.8175","-84.480278","GA"
"483","Barnett Shoals","701","33.839475","-83.309716","GA"
"484","Bartletts Ferry","702","32.661976","-85.091552","AL"
"485","Bowen","703","34.1256","-84.9222","GA"
"486","Burton Dam","704","34.7939","-83.5406","GA"
"487","Flint River","706","31.6028","-84.1376","GA"
"488","Goat Rock","707","32.60965","-85.0805","AL"
"489","Hammond","708","34.2528","-85.3456","GA"
"490","Harllee Branch","709","33.195","-83.2983","GA"
"491","Jack McDonough","710","33.8239","-84.4758","GA"
"492","Langdale","711","32.813836","-85.167786","AL"
"493","Lloyd Shoals","712","33.320773","-83.841922","GA"
"494","Toadtown","714","39.893491","-121.59338","CA"
"495","McManus","715","31.213645","-81.546165","GA"
"496","Morgan Falls","717","33.9684","-84.3827","GA"
"497","Nacoochee","718","34.755269","-83.501073","GA"
"498","North Highlands","719","32.498791","-84.995585","GA"
"499","Oliver Dam","720","32.5163","-84.9969","GA"
"500","Sinclair Dam","722","33.1403","-83.2028","GA"
"501","Tallulah Falls","723","34.731332","-83.375475","GA"
"502","Terrora","724","34.7504","-83.4063","GA"
"503","Tugalo","725","34.7133","-83.3519","GA"
"504","Mitchell (GA)","727","31.444728","-84.134696","GA"
"505","Yates","728","33.4622","-84.8986","GA"
"506","Yonah","729","34.681477","-83.342642","GA"
"507","Boulevard","732","32.0411","-81.145","GA"
"508","Kraft","733","32.1486","-81.1458","GA"
"509","Riverside (GA)","734","32.083611","-81.095555","GA"
"510","Stevens Creek","736","33.562644","-82.051242","GA"
"511","Etiwanda","745","34.10345","-117.5257","CA"
"512","747","747","747","747","747"
"513","Phillips","748","27.4439","-81.3633","FL"
"514","Moccasin Low Head Hydro Project","751","37.816447","-120.312033","CA"
